OBJECTID;CODIGO;TIPO_CONST;TIPO_DOMIN;NUMERO_PIS;IDENTIFICA;GRIDCODE;Area_ha;Amenaza;Grado;Escenario;Escala
106;544980103000001130004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00807423000;Alta;3;Avenida Torrencial;1:2.000
107;544980103000001130004000000000;CONVENCIONAL;PRIVADO;2;B;3;0,00276460000;Alta;3;Avenida Torrencial;1:2.000
108;544980103000001130003000000000;CONVENCIONAL;PRIVADO;2;B;3;0,00263398000;Alta;3;Avenida Torrencial;1:2.000
109;544980103000000770019000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00262498000;Alta;3;Avenida Torrencial;1:2.000
110;544980101000000180034000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00697337000;Alta;3;Avenida Torrencial;1:2.000
111;544980101000000730003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00000004923;Alta;3;Avenida Torrencial;1:2.000
112;544980101000000180031000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01621730000;Alta;3;Avenida Torrencial;1:2.000
113;544980101000000180024000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01643060000;Alta;3;Avenida Torrencial;1:2.000
114;544980101000000180020000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00099205600;Alta;3;Avenida Torrencial;1:2.000
115;544980101000000180001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00020173500;Alta;3;Avenida Torrencial;1:2.000
116;544980101000000180001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00499414000;Alta;3;Avenida Torrencial;1:2.000
117;544980101000000180034000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00188367000;Alta;3;Avenida Torrencial;1:2.000
118;544980101000000710001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00000405470;Alta;3;Avenida Torrencial;1:2.000
119;544980101000000710001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00082247900;Alta;3;Avenida Torrencial;1:2.000
120;544980101000001220008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00152014000;Alta;3;Avenida Torrencial;1:2.000
121;544980101000001220009000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00676646000;Alta;3;Avenida Torrencial;1:2.000
122;544980101000001220013000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01286070000;Alta;3;Avenida Torrencial;1:2.000
123;544980101000001220021000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00306939000;Alta;3;Avenida Torrencial;1:2.000
124;544980101000001220012000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00206192000;Alta;3;Avenida Torrencial;1:2.000
125;544980101000001220012900000000;CONVENCIONAL;PRIVADO;1;A;3;0,00457139000;Alta;3;Avenida Torrencial;1:2.000
126;544980101000001220009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00209227000;Alta;3;Avenida Torrencial;1:2.000
127;544980101000001220022000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00536726000;Alta;3;Avenida Torrencial;1:2.000
128;544980101000000180029000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00007195510;Alta;3;Avenida Torrencial;1:2.000
129;544980101000000180031000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00399126000;Alta;3;Avenida Torrencial;1:2.000
130;544980101000000180031000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00057118500;Alta;3;Avenida Torrencial;1:2.000
131;544980101000000180024000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00238646000;Alta;3;Avenida Torrencial;1:2.000
132;544980101000001010003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00249394000;Alta;3;Avenida Torrencial;1:2.000
133;544980101000001010004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00569749000;Alta;3;Avenida Torrencial;1:2.000
134;544980101000001010005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00035399000;Alta;3;Avenida Torrencial;1:2.000
135;544980101000001010009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00161327000;Alta;3;Avenida Torrencial;1:2.000
136;544980101000000670003500000015;CONVENCIONAL;PRIVADO;1;A;3;0,00007011620;Alta;3;Avenida Torrencial;1:2.000
137;544980101000000180029000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00631821000;Alta;3;Avenida Torrencial;1:2.000
138;544980101000000180029000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00170754000;Alta;3;Avenida Torrencial;1:2.000
139;544980101000001000002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00284923000;Alta;3;Avenida Torrencial;1:2.000
140;544980101000001000003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00030805400;Alta;3;Avenida Torrencial;1:2.000
141;544980101000001000007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00387769000;Alta;3;Avenida Torrencial;1:2.000
142;544980101000001000008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01254980000;Alta;3;Avenida Torrencial;1:2.000
143;544980101000001000009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01350180000;Alta;3;Avenida Torrencial;1:2.000
144;544980101000001000010000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00284727000;Alta;3;Avenida Torrencial;1:2.000
145;544980101000001000010000000000;CONVENCIONAL;PRIVADO;1;C;3;0,00131313000;Alta;3;Avenida Torrencial;1:2.000
146;544980101000001000010000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00056139200;Alta;3;Avenida Torrencial;1:2.000
147;544980101000001000004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00165625000;Alta;3;Avenida Torrencial;1:2.000
148;544980101000001000004000000000;CONVENCIONAL;PRIVADO;1;C;3;0,00709540000;Alta;3;Avenida Torrencial;1:2.000
149;544980101000001000004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00717729000;Alta;3;Avenida Torrencial;1:2.000
150;544980102000001710001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00391790000;Alta;3;Avenida Torrencial;1:2.000
151;544980102000001710001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00397342000;Alta;3;Avenida Torrencial;1:2.000
152;544980102000001710001000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00459483000;Alta;3;Avenida Torrencial;1:2.000
153;544980101000000720001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00829773000;Alta;3;Avenida Torrencial;1:2.000
154;544980102000003790002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00945957000;Alta;3;Avenida Torrencial;1:2.000
155;544980102000001710001000000000;CONVENCIONAL;PRIVADO;1;B;3;0,02594190000;Alta;3;Avenida Torrencial;1:2.000
156;544980102000001750001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01021560000;Alta;3;Avenida Torrencial;1:2.000
157;544980102000001750004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00538675000;Alta;3;Avenida Torrencial;1:2.000
158;544980102000001750007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01241920000;Alta;3;Avenida Torrencial;1:2.000
159;544980102000001750008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00564284000;Alta;3;Avenida Torrencial;1:2.000
160;544980102000001750009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00826767000;Alta;3;Avenida Torrencial;1:2.000
161;544980102000001750001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01011210000;Alta;3;Avenida Torrencial;1:2.000
162;544980102000001750003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00742468000;Alta;3;Avenida Torrencial;1:2.000
163;544980102000001750005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00502006000;Alta;3;Avenida Torrencial;1:2.000
164;544980102000001750006000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00303412000;Alta;3;Avenida Torrencial;1:2.000
165;544980102000001750007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00145186000;Alta;3;Avenida Torrencial;1:2.000
166;544980102000001750010000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00503151000;Alta;3;Avenida Torrencial;1:2.000
167;544980102000001750011000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00091417900;Alta;3;Avenida Torrencial;1:2.000
168;544980101000000720007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00717129000;Alta;3;Avenida Torrencial;1:2.000
169;544980101000000720007000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00140932000;Alta;3;Avenida Torrencial;1:2.000
170;544980101000000720007000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00101283000;Alta;3;Avenida Torrencial;1:2.000
171;544980101000000720008000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00237561000;Alta;3;Avenida Torrencial;1:2.000
172;544980101000000720009000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00076497200;Alta;3;Avenida Torrencial;1:2.000
173;544980101000000720009000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00066272200;Alta;3;Avenida Torrencial;1:2.000
174;544980101000000720002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00939803000;Alta;3;Avenida Torrencial;1:2.000
175;544980101000000720003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01043890000;Alta;3;Avenida Torrencial;1:2.000
176;544980101000000720005000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00472628000;Alta;3;Avenida Torrencial;1:2.000
177;544980101000000720006000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01137690000;Alta;3;Avenida Torrencial;1:2.000
178;544980101000000720008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00763873000;Alta;3;Avenida Torrencial;1:2.000
179;544980101000000720009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00489198000;Alta;3;Avenida Torrencial;1:2.000
180;544980101000000720004500000001;CONVENCIONAL;PRIVADO;1;A;3;0,00971534000;Alta;3;Avenida Torrencial;1:2.000
181;544980101000000720004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00433674000;Alta;3;Avenida Torrencial;1:2.000
182;544980101000000720004000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00226619000;Alta;3;Avenida Torrencial;1:2.000
183;544980101000000720004000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00084317200;Alta;3;Avenida Torrencial;1:2.000
184;544980101000000720005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00758767000;Alta;3;Avenida Torrencial;1:2.000
185;544980101000000720005000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00312277000;Alta;3;Avenida Torrencial;1:2.000
186;544980101000000720011000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01288960000;Alta;3;Avenida Torrencial;1:2.000
187;544980101000000720015000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00343038000;Alta;3;Avenida Torrencial;1:2.000
188;544980101000000720010000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01241770000;Alta;3;Avenida Torrencial;1:2.000
189;544980101000000720012000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01371720000;Alta;3;Avenida Torrencial;1:2.000
190;544980101000000720011000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00156508000;Alta;3;Avenida Torrencial;1:2.000
191;544980101000000720014000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00708597000;Alta;3;Avenida Torrencial;1:2.000
192;544980101000000720010000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00425469000;Alta;3;Avenida Torrencial;1:2.000
193;544980101000000720001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00004725940;Alta;3;Avenida Torrencial;1:2.000
194;544980102000001260019000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00090954400;Alta;3;Avenida Torrencial;1:2.000
195;544980101000000460001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00174518000;Alta;3;Avenida Torrencial;1:2.000
196;544980101000000470023000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00191521000;Alta;3;Avenida Torrencial;1:2.000
197;544980101000000740001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00699781000;Alta;3;Avenida Torrencial;1:2.000
198;544980101000000740002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00128661000;Alta;3;Avenida Torrencial;1:2.000
199;544980101000000740004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00017000300;Alta;3;Avenida Torrencial;1:2.000
200;544980101000000740009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00843637000;Alta;3;Avenida Torrencial;1:2.000
201;544980101000000740010000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00497075000;Alta;3;Avenida Torrencial;1:2.000
202;544980101000000740011000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00118302000;Alta;3;Avenida Torrencial;1:2.000
203;544980101000000740012000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00099583000;Alta;3;Avenida Torrencial;1:2.000
204;544980101000000050009500000001;CONVENCIONAL;PRIVADO;1;A;3;0,00007109170;Alta;3;Avenida Torrencial;1:2.000
205;544980101000000050007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00000179516;Alta;3;Avenida Torrencial;1:2.000
206;544980101000000050003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00000539561;Alta;3;Avenida Torrencial;1:2.000
207;544980101000000050006500000001;CONVENCIONAL;PRIVADO;1;A;3;0,00023213000;Alta;3;Avenida Torrencial;1:2.000
208;544980101000000050006500000003;CONVENCIONAL;PRIVADO;1;A;3;0,00000001784;Alta;3;Avenida Torrencial;1:2.000
209;544980101000000470001000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00509964000;Alta;3;Avenida Torrencial;1:2.000
210;544980101000000470002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00877899000;Alta;3;Avenida Torrencial;1:2.000
211;544980101000000470003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00968197000;Alta;3;Avenida Torrencial;1:2.000
212;544980101000000470004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00800797000;Alta;3;Avenida Torrencial;1:2.000
213;544980101000000410001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00738906000;Alta;3;Avenida Torrencial;1:2.000
214;544980101000000410003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00987453000;Alta;3;Avenida Torrencial;1:2.000
215;544980101000000410004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00788092000;Alta;3;Avenida Torrencial;1:2.000
216;544980101000000410027000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00663929000;Alta;3;Avenida Torrencial;1:2.000
217;544980101000000410002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00900350000;Alta;3;Avenida Torrencial;1:2.000
218;544980101000000410005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00180987000;Alta;3;Avenida Torrencial;1:2.000
219;544980101000000410005000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00066999700;Alta;3;Avenida Torrencial;1:2.000
220;544980101000000410005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00226203000;Alta;3;Avenida Torrencial;1:2.000
221;544980101000000360002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01032270000;Alta;3;Avenida Torrencial;1:2.000
222;544980101000000360020000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00079869700;Alta;3;Avenida Torrencial;1:2.000
223;544980101000000360024000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00367354000;Alta;3;Avenida Torrencial;1:2.000
224;544980101000000360022000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00565224000;Alta;3;Avenida Torrencial;1:2.000
225;544980101000000360024000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00037958200;Alta;3;Avenida Torrencial;1:2.000
226;544980101000000360023000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00386296000;Alta;3;Avenida Torrencial;1:2.000
227;544980101000000360023000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00113037000;Alta;3;Avenida Torrencial;1:2.000
228;544980101000000360022000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00284227000;Alta;3;Avenida Torrencial;1:2.000
229;544980101000000360021000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01062140000;Alta;3;Avenida Torrencial;1:2.000
230;544980101000000360021000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00409510000;Alta;3;Avenida Torrencial;1:2.000
231;544980101000000360001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00802051000;Alta;3;Avenida Torrencial;1:2.000
232;544980101000000360001000000000;CONVENCIONAL;PRIVADO;1;C;3;0,00791438000;Alta;3;Avenida Torrencial;1:2.000
233;544980101000000360001000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00550584000;Alta;3;Avenida Torrencial;1:2.000
234;544980101000000360001000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00029447300;Alta;3;Avenida Torrencial;1:2.000
235;544980101000000360001000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00050134900;Alta;3;Avenida Torrencial;1:2.000
236;544980101000000360002000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00203807000;Alta;3;Avenida Torrencial;1:2.000
237;544980101000000360020000000000;CONVENCIONAL;PRIVADO;3;A;3;0,00000859347;Alta;3;Avenida Torrencial;1:2.000
238;544980101000000360020000000000;CONVENCIONAL;PRIVADO;1;C;3;0,00005295060;Alta;3;Avenida Torrencial;1:2.000
239;544980101000000360020000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00073791800;Alta;3;Avenida Torrencial;1:2.000
240;544980101000000410024000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00437710000;Alta;3;Avenida Torrencial;1:2.000
241;544980101000000410028000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00467071000;Alta;3;Avenida Torrencial;1:2.000
242;544980101000000410025000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00689129000;Alta;3;Avenida Torrencial;1:2.000
243;544980101000000460026000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00136952000;Alta;3;Avenida Torrencial;1:2.000
244;544980101000000460027000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00612431000;Alta;3;Avenida Torrencial;1:2.000
245;544980101000000460029000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00808928000;Alta;3;Avenida Torrencial;1:2.000
246;544980101000000460030000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00769376000;Alta;3;Avenida Torrencial;1:2.000
247;544980101000000460031000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01000030000;Alta;3;Avenida Torrencial;1:2.000
248;544980101000000460035000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00331018000;Alta;3;Avenida Torrencial;1:2.000
249;544980101000000460036000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00498393000;Alta;3;Avenida Torrencial;1:2.000
250;544980101000000460028000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00649052000;Alta;3;Avenida Torrencial;1:2.000
251;544980101000000470005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00536018000;Alta;3;Avenida Torrencial;1:2.000
252;544980101000000470019000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01563990000;Alta;3;Avenida Torrencial;1:2.000
253;544980101000000470014000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00881505000;Alta;3;Avenida Torrencial;1:2.000
254;544980101000000470020000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01412020000;Alta;3;Avenida Torrencial;1:2.000
255;544980101000000470011000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00979702000;Alta;3;Avenida Torrencial;1:2.000
256;544980101000000470007000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00141454000;Alta;3;Avenida Torrencial;1:2.000
257;544980101000000470015000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00739749000;Alta;3;Avenida Torrencial;1:2.000
258;544980101000000470001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00179683000;Alta;3;Avenida Torrencial;1:2.000
259;544980101000000740009000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00024459400;Alta;3;Avenida Torrencial;1:2.000
260;544980101000000550003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00430988000;Alta;3;Avenida Torrencial;1:2.000
261;544980101000000550901901000000;CONVENCIONAL;PRIVADO;1;A;3;0,00965843000;Alta;3;Avenida Torrencial;1:2.000
262;544980101000000550005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00838172000;Alta;3;Avenida Torrencial;1:2.000
263;544980101000000550006000000000;CONVENCIONAL;PRIVADO;2;B;3;0,00710117000;Alta;3;Avenida Torrencial;1:2.000
264;544980101000000550008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00027471800;Alta;3;Avenida Torrencial;1:2.000
265;544980101000000550009000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00163276000;Alta;3;Avenida Torrencial;1:2.000
266;544980101000000550009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00173889000;Alta;3;Avenida Torrencial;1:2.000
267;544980101000001840003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00892583000;Alta;3;Avenida Torrencial;1:2.000
268;544980101000001840004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00861812000;Alta;3;Avenida Torrencial;1:2.000
269;544980101000001840005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00562557000;Alta;3;Avenida Torrencial;1:2.000
270;544980101000001840005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00161479000;Alta;3;Avenida Torrencial;1:2.000
271;544980101000001840008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00171245000;Alta;3;Avenida Torrencial;1:2.000
272;544980101000001840007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00366776000;Alta;3;Avenida Torrencial;1:2.000
273;544980101000001840004000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00086882700;Alta;3;Avenida Torrencial;1:2.000
274;544980101000001840901901000000;CONVENCIONAL;PRIVADO;1;A-B;3;0,01047000000;Alta;3;Avenida Torrencial;1:2.000
275;544980101000001810002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00613991000;Alta;3;Avenida Torrencial;1:2.000
276;544980101000001810003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00699525000;Alta;3;Avenida Torrencial;1:2.000
277;544980101000001810004000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00784815000;Alta;3;Avenida Torrencial;1:2.000
278;544980101000001810005000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00535763000;Alta;3;Avenida Torrencial;1:2.000
279;544980101000001810008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00810128000;Alta;3;Avenida Torrencial;1:2.000
280;544980101000001810018000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00608117000;Alta;3;Avenida Torrencial;1:2.000
281;544980101000001810902901000000;CONVENCIONAL;PRIVADO;1;A;3;0,00642663000;Alta;3;Avenida Torrencial;1:2.000
282;544980101000001810013000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00569986000;Alta;3;Avenida Torrencial;1:2.000
283;544980101000001810901901000000;CONVENCIONAL;PRIVADO;1;A;3;0,00718396000;Alta;3;Avenida Torrencial;1:2.000
284;544980101000001810012000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00604048000;Alta;3;Avenida Torrencial;1:2.000
285;544980101000001810003000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00055222900;Alta;3;Avenida Torrencial;1:2.000
286;544980101000001810003000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00357037000;Alta;3;Avenida Torrencial;1:2.000
287;544980101000001810004000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00286581000;Alta;3;Avenida Torrencial;1:2.000
288;544980101000001810005000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00217970000;Alta;3;Avenida Torrencial;1:2.000
289;544980101000001810002000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00097737900;Alta;3;Avenida Torrencial;1:2.000
290;544980101000001810013000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00134781000;Alta;3;Avenida Torrencial;1:2.000
291;544980101000001800001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00013793700;Alta;3;Avenida Torrencial;1:2.000
292;544980101000001800013000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00303372000;Alta;3;Avenida Torrencial;1:2.000
293;544980101000001800014000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00581457000;Alta;3;Avenida Torrencial;1:2.000
294;544980101000001800015000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00481904000;Alta;3;Avenida Torrencial;1:2.000
295;544980101000001800014000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00150703000;Alta;3;Avenida Torrencial;1:2.000
296;544980101000001690001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00398756000;Alta;3;Avenida Torrencial;1:2.000
297;544980101000001690002000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00841004000;Alta;3;Avenida Torrencial;1:2.000
298;544980101000001690901901000000;CONVENCIONAL;PRIVADO;1;A;3;0,01064960000;Alta;3;Avenida Torrencial;1:2.000
299;544980101000001690014000000000;CONVENCIONAL;PRIVADO;1;A;3;0,01188510000;Alta;3;Avenida Torrencial;1:2.000
300;544980101000001690003000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00349569000;Alta;3;Avenida Torrencial;1:2.000
301;544980101000001690003000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00238984000;Alta;3;Avenida Torrencial;1:2.000
302;544980101000001690001000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00084108500;Alta;3;Avenida Torrencial;1:2.000
303;544980101000001620002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00183310000;Alta;3;Avenida Torrencial;1:2.000
304;544980101000001620004000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00947111000;Alta;3;Avenida Torrencial;1:2.000
305;544980101000001620902901000000;CONVENCIONAL;PRIVADO;2;A;3;0,01052990000;Alta;3;Avenida Torrencial;1:2.000
306;544980101000001620008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00835066000;Alta;3;Avenida Torrencial;1:2.000
307;544980101000001620901901000000;CONVENCIONAL;PRIVADO;2;A;3;0,00985737000;Alta;3;Avenida Torrencial;1:2.000
308;544980101000001620007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00317359000;Alta;3;Avenida Torrencial;1:2.000
309;544980101000001620007000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00900061000;Alta;3;Avenida Torrencial;1:2.000
310;544980101000001620008000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00369208000;Alta;3;Avenida Torrencial;1:2.000
311;544980101000001620008000000000;CONVENCIONAL;PRIVADO;1;B;3;0,00181848000;Alta;3;Avenida Torrencial;1:2.000
312;544980101000001610002000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00007236090;Alta;3;Avenida Torrencial;1:2.000
313;544980101000001610009000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00042752400;Alta;3;Avenida Torrencial;1:2.000
314;544980101000001610010000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00847815000;Alta;3;Avenida Torrencial;1:2.000
315;544980101000001610014000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00631327000;Alta;3;Avenida Torrencial;1:2.000
316;544980101000001610015000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00397344000;Alta;3;Avenida Torrencial;1:2.000
317;544980101000001610014000000000;CONVENCIONAL;PRIVADO;2;A;3;0,00246864000;Alta;3;Avenida Torrencial;1:2.000
318;544980101000001610014000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00054005600;Alta;3;Avenida Torrencial;1:2.000
319;544980101000001610010000000000;CONVENCIONAL;PRIVADO;1;A;3;0,00033176500;Alta;3;Avenida Torrencial;1:2.000
